date,CPI,Salary,M1A(期底）金額,M1A年增率,M1B(期底),M1B(年增率),M2(期底),M2(年增率),準備貨幣（通貨淨額）,準備貨幣期底（年增率）,重貼現率,基準放款利率,連鎖實質值_GDP合計_金額(新台幣百萬元),連鎖實質值_GDP合計_對上季增率折成年率(saar%),連鎖實質值_GDP合計_對上季增率(saqr%),連鎖實質值_國內需求_金額(新台幣百萬元),連鎖實質值_國內需求_對上季增率折成年率(saar%),連鎖實質值_國內需求_對上季增率(saqr%),連鎖實質值_民間消費_金額(新台幣百萬元),連鎖實質值_民間消費_對上季增率折成年率(saar%),連鎖實質值_民間消費_對上季增率(saqr%),連鎖實質值_政府消費_金額(新台幣百萬元),連鎖實質值_政府消費_對上季增率折成年率(saar%),連鎖實質值_政府消費_對上季增率(saqr%),連鎖實質值_資本形成_金額(新台幣百萬元),連鎖實質值_資本形成_對上季增率折成年率(saar%),連鎖實質值_資本形成_對上季增率(saqr%),連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_對上季增率折成年率(saar%),連鎖實質值_商品與服務輸出_對上季增率(saqr%),連鎖實質值_商品與服務輸入_金額(新台幣百萬元),連鎖實質值_商品與服務輸入_對上季增率折成年率(saar%),連鎖實質值_商品與服務輸入_對上季增率(saqr%),道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC),深圳成指(SZSC1),日經指數(N225), 摩台指 ,美元指數(DXM8), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),半導體設備進口值(新台幣百萬元),工業生產指數(Index 2016=100),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),批發、零售及餐飲業營業額(十億元),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數
2004/3/1,85.8,38947,25350,27.71,68916,24.89,220193,8.19,6459,13.84,1.375,3.425,871584,-0.09,-0.02,997322,2.02,0.5,565543,3.09,0.76,167369,12.44,2.97,264455,-7.28,-1.87,-116144,536157,19.94,4.65,652301,23.38,5.39,10323.72826,1979.478695,1123.97826,1708.435652,,11441.08087,,,484.103043,407.469565,36.71826,3.814782,33.226086,3400000000000.00 ,37.12,0.28,"2,014.00",,60.88,7.84,71.43,802.51,"9,026.00",463.79,177.23,4.61,6658
2004/4/1,85.85,38736,24936,25.65,68843,24.19,220690,8.54,6386,13.13,1.375,3.413,875062,1.61,0.4,1001596,1.73,0.43,570250,3.37,0.83,160853,-14.69,-3.89,270919,10.14,2.44,-120619,547801,8.97,2.17,668420,10.26,2.47,10418.40429,2021.322857,1133.078571,1689.571363,,11960.81667,,,488.179047,403.957142,36.616666,4.327619,32.92,2910000000000.00 ,42.3,0.39,"2,958.00",,67.24,9.49,78.59,847.74,"9,059.00",518.2,199.66,4.45,6666
2004/5/1,85.56,38839,24632,22.98,67732,20.73,219550,7.72,6327,13.49,1.375,3.413,875062,1.61,0.4,1001596,1.73,0.43,570250,3.37,0.83,160853,-14.69,-3.89,270919,10.14,2.44,-120619,547801,8.97,2.17,668420,10.26,2.47,10083.8055,1930.089,1102.7815,1556.751875,,11037.50833,,,460.2865,383.18421,40.28,4.703,33.393333,1710000000000.00 ,43.75,0.39,"2,746.00",,65.17,9.16,77.53,844.49,"9,079.00",490.4,172.98,4.36,5912
2004/6/1,85.53,39951,26172,23.46,69111,19.26,221143,7.88,6353,7.06,1.375,3.407,875062,1.61,0.4,1001596,1.73,0.43,570250,3.37,0.83,160853,-14.69,-3.89,270919,10.14,2.44,-120619,547801,8.97,2.17,668420,10.26,2.47,10364.90095,2000.979523,1132.757142,1465.876818,,11527.72364,,,472.127619,392.223809,38.049523,4.723333,33.536818,1330000000000.00 ,41.98,0.46,"2,855.00",,66.37,9.24,77.08,848.95,"9,116.00",551.49,183.24,4.41,5758
2004/7/1,85.75,39853,25943,25.41,69708,19.45,222002,7.59,6390,11.59,1.375,3.406,885897,5.05,1.24,1017141,6.35,1.55,575836,3.98,0.98,165113,11.02,2.65,276900,9.13,2.21,-122296,545400,-1.74,-0.44,667696,-0.43,-0.11,10152.08762,1912.424285,1105.846666,1422.123636,,11388.59381,,,425.420476,398.35238,40.807619,4.479523,33.788636,1050000000000.00 ,43.22,0.68,"2,805.00",,65.24,10.29,76.43,858.42,"9,146.00",514.53,187.35,4.54,5554
2004/8/1,85.83,41076,26313,23.48,70427,17.56,222359,6.9,6391,9.27,1.375,3.406,885897,5.05,1.24,1017141,6.35,1.55,575836,3.98,0.98,165113,11.02,2.65,276900,9.13,2.21,-122296,545400,-1.74,-0.44,667696,-0.43,-0.11,10032.80136,1821.538181,1088.935,1360.15409,,10989.34273,,,385.018181,401.890909,44.883636,4.27,34.003181,1110000000000.00 ,44.93,1.05,"3,649.00",,65.3,9.99,76.76,864.81,"9,189.00",521.51,185.3,4.62,5498
2004/9/1,85.63,40126,26268,19.87,70928,16.64,222515,6.81,6452,12.11,1.375,3.42,885897,5.05,1.24,1017141,6.35,1.55,575836,3.98,0.98,165113,11.02,2.65,276900,9.13,2.21,-122296,545400,-1.74,-0.44,667696,-0.43,-0.11,10204.67048,1884.730952,1117.65619,1368.943636,,11079.42,,,380.69238,406.233333,45.937619,4.114761,33.871818,1580000000000.00 ,43.46,0.21,"2,692.00",,64.64,10.24,76.02,862.16,"9,201.00",530.37,195.1,4.67,5866
2004/10/1,85.63,38732,25943,16.45,70630,14.81,223497,6.81,6520,8.14,1.625,3.478,901053,7.02,1.71,1057787,16.97,4,581600,4.06,1,162853,-5.36,-1.37,317260,72.33,14.58,-148663,546274,0.64,0.16,694937,17.35,4.08,10001.60238,1938.25238,1118.068095,1347.200625,,11012.9055,,,397.33238,421.023809,53.093809,4.081904,33.792857,1480000000000.00 ,46.66,-0.15,"2,836.00",,64.68,10.35,75.91,887.34,"9,157.00",535.01,196.44,4.5,5885
2004/11/1,85.75,38456,26125,14.44,70608,13.45,224611,6.8,6550,7.39,1.625,3.478,901053,7.02,1.71,1057787,16.97,4,581600,4.06,1,162853,-5.36,-1.37,317260,72.33,14.58,-148663,546274,0.64,0.16,694937,17.35,4.08,10411.75619,2062.87,1168.937619,1343.628636,,10972.997,,,423.920952,438.655,48.4755,4.189523,32.773636,1420000000000.00 ,48.07,0.28,"2,874.00",,66.06,9.58,77.42,911.12,"9,209.00",550.48,212.38,4.31,5885
2004/12/1,85.54,42700,27779,10.03,73680,12.44,228931,7.19,6698,6.17,1.75,3.516,901053,7.02,1.71,1057787,16.97,4,581600,4.06,1,162853,-5.36,-1.37,317260,72.33,14.58,-148663,546274,0.64,0.16,694937,17.35,4.08,10673.38409,2149.531818,1199.209545,1303.351304,,11061.31619,,,430.491363,442.714285,43.25619,4.222727,32.21826,1280000000000.00 ,46.41,0.23,"3,033.00",,65.62,9.42,75.82,907.26,"9,248.00",544.32,207.44,4.14,5967
2005/1/1,86.06,65039,27561,11.37,73501,8.69,230367,5.84,7290,5.77,1.75,3.571,905141,1.83,0.45,1037967,-7.29,-1.87,587752,4.3,1.06,164309,3.62,0.89,287045,-32.99,-9.52,-125369,554153,5.9,1.44,679522,-8.58,-2.22,10539.513,2071.8715,1181.408,1236.5015,,11394.84474,,,401.056,424.16,46.8515,4.2095,31.873809,996000000000.00 ,46.67,0.18,"3,693.00",,66.26,9.74,76.22,919.77,"9,271.00",507.06,187.75,4.09,5918
2005/2/1,86.12,55611,27050,10.93,73977,9.09,231871,6.01,7817,11.31,1.75,3.584,905141,1.83,0.45,1037967,-7.29,-1.87,587752,4.3,1.06,164309,3.62,0.89,287045,-32.99,-9.52,-125369,554153,5.9,1.44,679522,-8.58,-2.22,10723.81579,2065.735789,1199.626842,1276.795384,,11545.29526,,,425.593157,424.010526,48.053157,4.157894,31.5215,938000000000.00 ,43.58,0.26,"2,863.00",,65.71,8.52,79.3,926.31,"9,296.00",520.03,193.18,4.06,6101
2005/3/1,85.8,39098,27231,7.42,73721,6.97,232355,5.52,7246,3.97,1.875,3.614,905141,1.83,0.45,1037967,-7.29,-1.87,587752,4.3,1.06,164309,3.62,0.89,287045,-32.99,-9.52,-125369,554153,5.9,1.44,679522,-8.58,-2.22,10682.09318,2030.433636,1194.897727,1250.841739,,11809.38409,,,425.058181,434.531818,54.629545,4.490909,31.115217,1520000000000.00 ,38.04,-0.37,"1,922.00",,53.6,7.29,62.56,788.29,"9,276.00",389.58,141.14,4.28,6104
2005/4/1,85.85,38796,26732,7.21,72726,5.64,232763,5.47,7181,8.87,1.875,3.657,920512,6.97,1.7,1045459,2.92,0.72,592302,3.13,0.77,168677,11.06,2.66,285439,-2.22,-0.56,-119542,574745,15.71,3.72,694286,8.98,2.17,10283.18619,1957.492857,1164.427619,1199.573333,,11395.642,,,398.504761,429.714285,53.217619,4.330476,31.490476,1080000000000.00 ,48.83,0.09,"3,174.00",,68.42,9.93,81.65,929.11,"9,282.00",515.78,195.3,4.15,5876
2005/5/1,85.56,38983,26153,6.17,72021,6.33,231965,5.65,7067,8.13,1.875,3.657,920512,6.97,1.7,1045459,2.92,0.72,592302,3.13,0.77,168677,11.06,2.66,285439,-2.22,-0.56,-119542,574745,15.71,3.72,694286,8.98,2.17,10377.17905,2005.217142,1178.275714,1091.273529,,11082.37895,,,410.133333,422.295238,49.870952,4.138095,31.295909,1190000000000.00 ,49.03,0.18,"2,521.00",,66.22,9.28,78.12,899.6,"9,300.00",520.6,176.48,4.04,5930
2005/6/1,85.53,40008,28089,7.33,74707,8.1,235907,6.68,7086,15.29,1.875,3.671,920512,6.97,1.7,1045459,2.92,0.72,592302,3.13,0.77,168677,11.06,2.66,285439,-2.22,-0.56,-119542,574745,15.71,3.72,694286,8.98,2.17,10486.68227,2074.017272,1202.253181,1084.873636,,11402.74591,,,429.608181,431.690909,56.419545,3.995454,31.36909,1700000000000.00 ,46.36,0.16,"3,018.00",,66.73,10.3,78.04,888.81,"9,313.00",538.93,190.83,4.1,6221
2005/7/1,85.75,39705,28115,8.37,75137,7.79,236474,6.52,7116,7.95,2,3.714,927387,3.02,0.75,1048672,1.23,0.31,594096,1.22,0.3,164559,-9.41,-2.44,291220,8.35,2.03,-114575,576809,1.44,0.36,691384,-1.66,-0.42,10545.376,2145.139,1222.237,1042.180476,,11716.866,,,458.2945,423.975,59.026,4.173,31.870952,1720000000000.00 ,49.16,0.29,"3,139.00",,66.67,10.47,79.52,908.99,"9,322.00",490.7,175.78,4.22,6335
2005/8/1,85.83,40944,27840,5.8,74808,6.22,236128,6.19,7043,12.1,2,3.734,927387,3.02,0.75,1048672,1.23,0.31,594096,1.22,0.3,164559,-9.41,-2.44,291220,8.35,2.03,-114575,576809,1.44,0.36,691384,-1.66,-0.42,10554.27174,2157.84826,1224.27,1151.257826,,12204.97565,,,468.702608,437.830434,64.993478,4.255217,32.083043,1580000000000.00 ,48.15,0.9,"2,989.00",,65.38,10.03,77.33,909.88,"9,348.00",517.15,187.79,4.32,6244
2005/9/1,85.63,40279,27898,6.21,74812,5.48,236929,6.48,7069,11.71,2.125,3.762,927387,3.02,0.75,1048672,1.23,0.31,594096,1.22,0.3,164559,-9.41,-2.44,291220,8.35,2.03,-114575,576809,1.44,0.36,691384,-1.66,-0.42,10532.54429,2144.611904,1225.914761,1183.12909,,12979.3755,,,469.79,457.309523,65.552857,4.193333,32.917727,1220000000000.00 ,53,0.33,"2,747.00",,68.57,11.17,82.13,921.36,"9,385.00",532.3,182.47,4.36,6067
2005/10/1,85.63,38552,27257,5.06,73862,4.58,236746,5.93,7122,5.26,2.125,3.81,971932,20.64,4.8,1037236,-4.29,-1.09,596208,1.43,0.36,161370,-7.53,-1.94,280201,-14.3,-3.78,-60151,635735,47.56,10.22,695885,2.63,0.65,10324.31333,2087.092857,1191.964285,1129.145625,,13392.793,,,446.023809,469.995238,62.268571,4.4585,33.478571,1280000000000.00 ,56.97,0.01,"3,082.00",,68.11,10.65,83.18,947.53,"9,366.00",556.72,190.19,4.14,5880
2005/11/1,85.75,38555,27581,5.57,75005,6.23,239095,6.45,7157,7.41,2.125,3.81,971932,20.64,4.8,1037236,-4.29,-1.09,596208,1.43,0.36,161370,-7.53,-1.94,280201,-14.3,-3.78,-60151,635735,47.56,10.22,695885,2.63,0.65,10695.24952,2202.835714,1237.368571,1101.434545,,14368.0535,,,464.613809,475.56,58.343,4.534,33.581363,1580000000000.00 ,59.45,0.29,"2,494.00",,69.62,9.97,83.44,956.89,"9,415.00",629.53,207.57,4.07,6025
2005/12/1,85.54,42698,29831,7.39,78711,6.83,244101,6.63,7304,2.51,2.25,3.845,971932,20.64,4.8,1037236,-4.29,-1.09,596208,1.43,0.36,161370,-7.53,-1.94,280201,-14.3,-3.78,-60151,635735,47.56,10.22,695885,2.63,0.65,10827.79476,2246.087142,1262.071904,1125.461363,,15650.83333,,,493.300952,509.55238,59.447619,4.46619,33.297272,2120000000000.00 ,59.95,0.27,"3,258.00",,69.3,10.43,84.07,974.09,"9,453.00",610.84,208.64,3.94,6377
2006/1/1,86.06,82087,30027,8.95,79656,8.37,247660,7.51,10259,13.78,2.25,3.866,962864,-3.68,-0.93,1055621,7.28,1.77,598985,1.88,0.47,161000,-0.91,-0.23,297229,26.62,6.08,-91344,634022,-1.07,-0.27,725366,18.05,4.24,10872.482,2289.9915,1278.7225,1225.03625,,16085.50632,,,523.9175,549.428571,65.5375,4.4115,32.093181,2000000000000.00 ,60.09,0.2,"2,993.00",,70.43,9.6,84.89,987.98,"9,469.00",605.01,183.15,3.86,6609
2006/2/1,86.12,39972,29675,9.7,78014,5.46,246886,6.48,7940,2.57,2.25,3.886,962864,-3.68,-0.93,1055621,7.28,1.77,598985,1.88,0.47,161000,-0.91,-0.23,297229,26.62,6.08,-91344,634022,-1.07,-0.27,725366,18.05,4.24,10971.18632,2273.666315,1276.645263,1283.07,,16187.6365,,,535.237894,555.210526,61.925789,4.568421,32.3145,1400000000000.00 ,53.56,0.14,"3,225.00","24,245.00",67.18,8.78,81.39,965.91,"9,479.00",550.2,171.64,3.8,6614
