date,CPI,Salary,M1A(期底）金額,M1A年增率,M1B(期底),M1B(年增率),M2(期底),M2(年增率),準備貨幣（通貨淨額）,準備貨幣期底（年增率）,重貼現率,基準放款利率,當期價格_GDP合計_金額(新台幣百萬元),"當期價格_GDP合計_對上季增率折成年率(saar,%)","當期價格_GDP合計_對上季增率(saqr,%)",當期價格_國內需求_金額(新台幣百萬元),"當期價格_國內需求_對上季增率折成年率(saar,%)","當期價格_國內需求_對上季增率(saqr,%)",當期價格_民間消費_金額(新台幣百萬元),"當期價格_民間消費_對上季增率折成年率(saar,%)","當期價格_民間消費_對上季增率(saqr,%)",當期價格_政府消費_金額(新台幣百萬元),"當期價格_政府消費_對上季增率折成年率(saar,%)","當期價格_政府消費_對上季增率(saqr,%)",當期價格_資本形成_金額(新台幣百萬元),"當期價格_資本形成_對上季增率折成年率(saar,%)","當期價格_資本形成_對上季增率(saqr,%)",當期價格_國外淨需求_金額(新台幣百萬元),當期價格_商品與服務輸出_金額(新台幣百萬元),當期價格_商品與服務輸入_金額(新台幣百萬元),"當期價格_商品與服務輸入_對上季增率折成年率(saar,%)","當期價格_商品與服務輸入_對上季增率(saqr,%)",連鎖實質值_GDP合計_金額(新台幣百萬元),"連鎖實質值_GDP合計_對上季增率折成年率(saar,%)","連鎖實質值_GDP合計_對上季增率(saqr,%)",連鎖實質值_國內需求_金額(新台幣百萬元),"連鎖實質值_國內需求_對上季增率折成年率(saar,%)","連鎖實質值_國內需求_對上季增率(saqr,%)",連鎖實質值_民間消費_金額(新台幣百萬元),"連鎖實質值_民間消費_對上季增率折成年率(saar,%)","連鎖實質值_民間消費_對上季增率(saqr,%)",連鎖實質值_政府消費_金額(新台幣百萬元),"連鎖實質值_政府消費_對上季增率折成年率(saar,%)","連鎖實質值_政府消費_對上季增率(saqr,%)",連鎖實質值_資本形成_金額(新台幣百萬元),"連鎖實質值_資本形成_對上季增率折成年率(saar,%)","連鎖實質值_資本形成_對上季增率(saqr,%)",連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),"連鎖實質值_商品與服務輸出_對上季增率折成年率(saar,%)","連鎖實質值_商品與服務輸出_對上季增率(saqr,%)",連鎖實質值_商品與服務輸入_金額(新台幣百萬元),"連鎖實質值_商品與服務輸入_對上季增率折成年率(saar,%)","連鎖實質值_商品與服務輸入_對上季增率(saqr,%)",道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數
37803,85.75,38875,20687,9.76,58357,13.1,206334,4,5681,3.89,1.38,3.55,920536,17.45,4.1,845212,8.88,2.15,524063,31.37,7.06,148025,22.66,5.24,173122,-40.66,-12.23,75324,501494,426170,18.49,4.33,835536,23.51,5.42,943967,11.11,2.67,564433,35.92,7.97,165332,25.39,5.82,208798,-42.91,-13.08,-88264,478933,39.25,8.63,567196,14.89,3.53,9154.39,1716.85,992.54,1502.75,388.34,351.12,30.7,3.95,34.35,2760000.00 ,35.18,0.18,1695,9.01,66.83,8843,421.26,147.61,5.09,5287
37834,85.83,39694,21309,10.5,59906,14.31,208013,4.51,5762,6.51,1.38,3.53,920536,17.45,4.1,845212,8.88,2.15,524063,31.37,7.06,148025,22.66,5.24,173122,-40.66,-12.23,75324,501494,426170,18.49,4.33,835536,23.51,5.42,943967,11.11,2.67,564433,35.92,7.97,165332,25.39,5.82,208798,-42.91,-13.08,-88264,478933,39.25,8.63,567196,14.89,3.53,9284.78,1724.82,989.53,1455.38,410.36,360.58,31.6,4.43,34.29,1890000.00 ,36.82,0.69,2241,9.58,70.61,8890,420.5,153.06,5.16,5447
37865,85.63,40670,21913,15.05,60808,17.78,208325,5.14,5692,7.57,1.38,3.5,920536,17.45,4.1,845212,8.88,2.15,524063,31.37,7.06,148025,22.66,5.24,173122,-40.66,-12.23,75324,501494,426170,18.49,4.33,835536,23.51,5.42,943967,11.11,2.67,564433,35.92,7.97,165332,25.39,5.82,208798,-42.91,-13.08,-88264,478933,39.25,8.63,567196,14.89,3.53,9492.54,1856.22,1019.44,1406.18,449.16,379.37,28.31,4.26,33.96,1600000.00 ,36.51,0.34,1792,9.64,70.06,8914,445.91,151.84,5.21,5680
37895,85.63,38292,22277,17.74,61518,18.71,209257,5.53,5799,8.44,1.38,3.44,947624,12.3,2.94,892404,24.27,5.58,523496,-0.43,-0.11,147555,-1.27,-0.32,221352,167.25,27.86,55220,530544,475323,54.75,11.53,871790,18.52,4.34,992352,22.13,5.13,561254,-2.23,-0.56,162536,-6.59,-1.69,269498,177.54,29.07,-106594,512327,30.95,6.97,618921,41.78,9.12,9682.46,1907.89,1038.73,1374.19,467.25,378.93,30.35,4.27,33.84,2150000.00 ,38.96,0.31,1871,9.87,70.77,8889,452.1,158.59,5.05,5940
37926,85.75,38138,22829,18.46,62236,18.34,210302,5.29,5893,5.5,1.38,3.44,947624,12.3,2.94,892404,24.27,5.58,523496,-0.43,-0.11,147555,-1.27,-0.32,221352,167.25,27.86,55220,530544,475323,54.75,11.53,871790,18.52,4.34,992352,22.13,5.13,561254,-2.23,-0.56,162536,-6.59,-1.69,269498,177.54,29.07,-106594,512327,30.95,6.97,618921,41.78,9.12,9762.2,1939.25,1049.9,1360.76,515.55,389.82,31.06,4.3,34.01,1540000.00 ,41.06,0.58,2122,9.31,76.73,8922,463.51,166.26,4.92,5952
37956,85.54,43422,25247,20.77,65528,19.32,213583,5.68,6082,3.55,1.38,3.43,947624,12.3,2.94,892404,24.27,5.58,523496,-0.43,-0.11,147555,-1.27,-0.32,221352,167.25,27.86,55220,530544,475323,54.75,11.53,871790,18.52,4.34,992352,22.13,5.13,561254,-2.23,-0.56,162536,-6.59,-1.69,269498,177.54,29.07,-106594,512327,30.95,6.97,618921,41.78,9.12,10124.66,1956.98,1080.64,1471.37,499.34,408.8,32.14,4.26,34.02,1320000.00 ,38.51,0.42,2092,8.83,73.54,8967,492.81,184.28,4.71,5853
37987,86.06,75916,24747,14.58,67622,17.99,217659,5.9,7688,6.06,1.38,3.43,956049,3.6,0.89,913656,9.87,2.38,532693,7.21,1.76,153305,16.52,3.9,227657,11.89,2.85,42393,567256,524863,48.67,10.42,871584,-0.09,-0.02,997322,2.02,0.5,565543,3.09,0.76,167369,12.44,2.97,264455,-7.28,-1.87,-116144,536157,19.94,4.65,652301,23.38,5.39,10540.05,2098,1132.52,1589.92,533.9,414.73,34.22,4.13,33.65,1610000.00 ,39.71,0.46,2739,9.14,78.13,9004,501.94,186.39,4.58,6236
38018,86.12,39575,24385,21.54,67814,22.27,218733,7.07,6641,7.03,1.38,3.43,956049,3.6,0.89,913656,9.87,2.38,532693,7.21,1.76,153305,16.52,3.9,227657,11.89,2.85,42393,567256,524863,48.67,10.42,871584,-0.09,-0.02,997322,2.02,0.5,565543,3.09,0.76,167369,12.44,2.97,264455,-7.28,-1.87,-116144,536157,19.94,4.65,652301,23.38,5.39,10601.5,2048.36,1143.36,1681.17,509.88,403.92,34.5,4.07,33.17,2920000.00 ,34.77,-0.21,2582,7.95,68.03,9030,421.74,153.48,4.53,6514
38047,85.8,38947,25350,27.71,68916,24.89,220193,8.19,6459,13.84,1.38,3.43,956049,3.6,0.89,913656,9.87,2.38,532693,7.21,1.76,153305,16.52,3.9,227657,11.89,2.85,42393,567256,524863,48.67,10.42,871584,-0.09,-0.02,997322,2.02,0.5,565543,3.09,0.76,167369,12.44,2.97,264455,-7.28,-1.87,-116144,536157,19.94,4.65,652301,23.38,5.39,10323.73,1979.48,1123.98,1708.44,484.1,407.47,36.72,3.81,33.23,3400000.00 ,37.12,0.28,2014,7.84,71.43,9026,463.79,177.23,4.61,6658
38078,85.85,38736,24936,25.65,68843,24.19,220690,8.54,6386,13.13,1.38,3.41,973602,7.55,1.84,925256,5.18,1.27,539119,4.91,1.21,147942,-13.28,-3.5,238195,19.84,4.63,48345,587166,538821,11.07,2.66,875062,1.61,0.4,1001596,1.73,0.43,570250,3.37,0.83,160853,-14.69,-3.89,270919,10.14,2.44,-120619,547801,8.97,2.17,668420,10.26,2.47,10418.4,2021.32,1133.08,1689.57,488.18,403.96,36.62,4.33,32.92,2910000.00 ,42.3,0.39,2958,9.49,78.59,9059,518.2,199.66,4.45,6666
38108,85.56,38839,24632,22.98,67732,20.73,219550,7.72,6327,13.49,1.38,3.41,973602,7.55,1.84,925256,5.18,1.27,539119,4.91,1.21,147942,-13.28,-3.5,238195,19.84,4.63,48345,587166,538821,11.07,2.66,875062,1.61,0.4,1001596,1.73,0.43,570250,3.37,0.83,160853,-14.69,-3.89,270919,10.14,2.44,-120619,547801,8.97,2.17,668420,10.26,2.47,10083.81,1930.09,1102.78,1556.75,460.29,383.18,40.28,4.7,33.39,1710000.00 ,43.75,0.39,2746,9.16,77.53,9079,490.4,172.98,4.36,5912
38139,85.53,39951,26172,23.46,69111,19.26,221143,7.88,6353,7.06,1.38,3.41,973602,7.55,1.84,925256,5.18,1.27,539119,4.91,1.21,147942,-13.28,-3.5,238195,19.84,4.63,48345,587166,538821,11.07,2.66,875062,1.61,0.4,1001596,1.73,0.43,570250,3.37,0.83,160853,-14.69,-3.89,270919,10.14,2.44,-120619,547801,8.97,2.17,668420,10.26,2.47,10364.9,2000.98,1132.76,1465.88,472.13,392.22,38.05,4.72,33.54,1330000.00 ,41.98,0.46,2855,9.24,77.08,9116,551.49,183.24,4.41,5758
38169,85.75,39853,25943,25.41,69708,19.45,222002,7.59,6390,11.59,1.38,3.41,981023,3.08,0.76,936293,4.86,1.19,543743,3.47,0.86,149697,4.83,1.19,242853,8.05,1.96,44729,592693,547964,6.96,1.7,885897,5.05,1.24,1017141,6.35,1.55,575836,3.98,0.98,165113,11.02,2.65,276900,9.13,2.21,-122296,545400,-1.74,-0.44,667696,-0.43,-0.11,10152.09,1912.42,1105.85,1422.12,425.42,398.35,40.81,4.48,33.79,1050000.00 ,43.22,0.68,2805,10.29,76.43,9146,514.53,187.35,4.54,5554
38200,85.83,41076,26313,23.48,70427,17.56,222359,6.9,6391,9.27,1.38,3.41,981023,3.08,0.76,936293,4.86,1.19,543743,3.47,0.86,149697,4.83,1.19,242853,8.05,1.96,44729,592693,547964,6.96,1.7,885897,5.05,1.24,1017141,6.35,1.55,575836,3.98,0.98,165113,11.02,2.65,276900,9.13,2.21,-122296,545400,-1.74,-0.44,667696,-0.43,-0.11,10032.8,1821.54,1088.94,1360.15,385.02,401.89,44.88,4.27,34,1110000.00 ,44.93,1.05,3649,9.99,76.76,9189,521.51,185.3,4.62,5498
38231,85.63,40126,26268,19.87,70928,16.64,222515,6.81,6452,12.11,1.38,3.42,981023,3.08,0.76,936293,4.86,1.19,543743,3.47,0.86,149697,4.83,1.19,242853,8.05,1.96,44729,592693,547964,6.96,1.7,885897,5.05,1.24,1017141,6.35,1.55,575836,3.98,0.98,165113,11.02,2.65,276900,9.13,2.21,-122296,545400,-1.74,-0.44,667696,-0.43,-0.11,10204.67,1884.73,1117.66,1368.94,380.69,406.23,45.94,4.11,33.87,1580000.00 ,43.46,0.21,2692,10.24,76.02,9201,530.37,195.1,4.67,5866
38261,85.63,38732,25943,16.45,70630,14.81,223497,6.81,6520,8.14,1.63,3.48,972540,-3.41,-0.86,974093,17.15,4.04,548097,3.24,0.8,149942,0.66,0.16,276053,66.95,13.67,-1553,580360,581913,27.18,6.2,901053,7.02,1.71,1057787,16.97,4,581600,4.06,1,162853,-5.36,-1.37,317260,72.33,14.58,-148663,546274,0.64,0.16,694937,17.35,4.08,10001.6,1938.25,1118.07,1347.2,397.33,421.02,53.09,4.08,33.79,1480000.00 ,46.66,-0.15,2836,10.35,75.91,9157,535.01,196.44,4.5,5885
38292,85.75,38456,26125,14.44,70608,13.45,224611,6.8,6550,7.39,1.63,3.48,972540,-3.41,-0.86,974093,17.15,4.04,548097,3.24,0.8,149942,0.66,0.16,276053,66.95,13.67,-1553,580360,581913,27.18,6.2,901053,7.02,1.71,1057787,16.97,4,581600,4.06,1,162853,-5.36,-1.37,317260,72.33,14.58,-148663,546274,0.64,0.16,694937,17.35,4.08,10411.76,2062.87,1168.94,1343.63,423.92,438.66,48.48,4.19,32.77,1420000.00 ,48.07,0.28,2874,9.58,77.42,9209,550.48,212.38,4.31,5885
38322,85.54,42700,27779,10.03,73680,12.44,228931,7.19,6698,6.17,1.75,3.52,972540,-3.41,-0.86,974093,17.15,4.04,548097,3.24,0.8,149942,0.66,0.16,276053,66.95,13.67,-1553,580360,581913,27.18,6.2,901053,7.02,1.71,1057787,16.97,4,581600,4.06,1,162853,-5.36,-1.37,317260,72.33,14.58,-148663,546274,0.64,0.16,694937,17.35,4.08,10673.38,2149.53,1199.21,1303.35,430.49,442.71,43.26,4.22,32.22,1280000.00 ,46.41,0.23,3033,9.42,75.82,9248,544.32,207.44,4.14,5967
38353,86.06,65039,27561,11.37,73501,8.69,230367,5.84,7290,5.77,1.75,3.57,982684,4.24,1.04,959554,-5.84,-1.49,557522,7.06,1.72,153153,8.85,2.14,248878,-33.93,-9.84,23130,573064,549934,-20.24,-5.5,905141,1.83,0.45,1037967,-7.29,-1.87,587752,4.3,1.06,164309,3.62,0.89,287045,-32.99,-9.52,-125369,554153,5.9,1.44,679522,-8.58,-2.22,10539.51,2071.87,1181.41,1236.5,401.06,424.16,46.85,4.21,31.87,996000.00 ,46.67,0.18,3693,9.74,76.22,9271,507.06,187.75,4.09,5918
38384,86.12,55611,27050,10.93,73977,9.09,231871,6.01,7817,11.31,1.75,3.58,982684,4.24,1.04,959554,-5.84,-1.49,557522,7.06,1.72,153153,8.85,2.14,248878,-33.93,-9.84,23130,573064,549934,-20.24,-5.5,905141,1.83,0.45,1037967,-7.29,-1.87,587752,4.3,1.06,164309,3.62,0.89,287045,-32.99,-9.52,-125369,554153,5.9,1.44,679522,-8.58,-2.22,10723.82,2065.74,1199.63,1276.8,425.59,424.01,48.05,4.16,31.52,938000.00 ,43.58,0.26,2863,8.52,79.3,9296,520.03,193.18,4.06,6101
38412,85.8,39098,27231,7.42,73721,6.97,232355,5.52,7246,3.97,1.88,3.61,982684,4.24,1.04,959554,-5.84,-1.49,557522,7.06,1.72,153153,8.85,2.14,248878,-33.93,-9.84,23130,573064,549934,-20.24,-5.5,905141,1.83,0.45,1037967,-7.29,-1.87,587752,4.3,1.06,164309,3.62,0.89,287045,-32.99,-9.52,-125369,554153,5.9,1.44,679522,-8.58,-2.22,10682.09,2030.43,1194.9,1250.84,425.06,434.53,54.63,4.49,31.12,1520000.00 ,38.04,-0.37,1922,7.29,62.56,9276,389.58,141.14,4.28,6104
38443,85.85,38796,26732,7.21,72726,5.64,232763,5.47,7181,8.87,1.88,3.66,992887,4.22,1.04,967322,3.28,0.81,564084,4.79,1.18,157584,12.08,2.89,245653,-5.08,-1.3,25564,586004,560440,7.86,1.91,920512,6.97,1.7,1045459,2.92,0.72,592302,3.13,0.77,168677,11.06,2.66,285439,-2.22,-0.56,-119542,574745,15.71,3.72,694286,8.98,2.17,10283.19,1957.49,1164.43,1199.57,398.5,429.71,53.22,4.33,31.49,1080000.00 ,48.83,0.09,3174,9.93,81.65,9282,515.78,195.3,4.15,5876
38473,85.56,38983,26153,6.17,72021,6.33,231965,5.65,7067,8.13,1.88,3.66,992887,4.22,1.04,967322,3.28,0.81,564084,4.79,1.18,157584,12.08,2.89,245653,-5.08,-1.3,25564,586004,560440,7.86,1.91,920512,6.97,1.7,1045459,2.92,0.72,592302,3.13,0.77,168677,11.06,2.66,285439,-2.22,-0.56,-119542,574745,15.71,3.72,694286,8.98,2.17,10377.18,2005.22,1178.28,1091.27,410.13,422.3,49.87,4.14,31.3,1190000.00 ,49.03,0.18,2521,9.28,78.12,9300,520.6,176.48,4.04,5930
38504,85.53,40008,28089,7.33,74707,8.1,235907,6.68,7086,15.29,1.88,3.67,992887,4.22,1.04,967322,3.28,0.81,564084,4.79,1.18,157584,12.08,2.89,245653,-5.08,-1.3,25564,586004,560440,7.86,1.91,920512,6.97,1.7,1045459,2.92,0.72,592302,3.13,0.77,168677,11.06,2.66,285439,-2.22,-0.56,-119542,574745,15.71,3.72,694286,8.98,2.17,10486.68,2074.02,1202.25,1084.87,429.61,431.69,56.42,4,31.37,1700000.00 ,46.36,0.16,3018,10.3,78.04,9313,538.93,190.83,4.1,6221
38534,85.75,39705,28115,8.37,75137,7.79,236474,6.52,7116,7.95,2,3.71,1003280,4.25,1.05,971270,1.64,0.41,568841,3.42,0.84,153071,-10.97,-2.86,249357,6.17,1.51,32010,601081,569070,6.3,1.54,927387,3.02,0.75,1048672,1.23,0.31,594096,1.22,0.3,164559,-9.41,-2.44,291220,8.35,2.03,-114575,576809,1.44,0.36,691384,-1.66,-0.42,10545.38,2145.14,1222.24,1042.18,458.29,423.98,59.03,4.17,31.87,1720000.00 ,49.16,0.29,3139,10.47,79.52,9322,490.7,175.78,4.22,6335
38565,85.83,40944,27840,5.8,74808,6.22,236128,6.19,7043,12.1,2,3.73,1003280,4.25,1.05,971270,1.64,0.41,568841,3.42,0.84,153071,-10.97,-2.86,249357,6.17,1.51,32010,601081,569070,6.3,1.54,927387,3.02,0.75,1048672,1.23,0.31,594096,1.22,0.3,164559,-9.41,-2.44,291220,8.35,2.03,-114575,576809,1.44,0.36,691384,-1.66,-0.42,10554.27,2157.85,1224.27,1151.26,468.7,437.83,64.99,4.26,32.08,1580000.00 ,48.15,0.9,2989,10.03,77.33,9348,517.15,187.79,4.32,6244
38596,85.63,40279,27898,6.21,74812,5.48,236929,6.48,7069,11.71,2.13,3.76,1003280,4.25,1.05,971270,1.64,0.41,568841,3.42,0.84,153071,-10.97,-2.86,249357,6.17,1.51,32010,601081,569070,6.3,1.54,927387,3.02,0.75,1048672,1.23,0.31,594096,1.22,0.3,164559,-9.41,-2.44,291220,8.35,2.03,-114575,576809,1.44,0.36,691384,-1.66,-0.42,10532.54,2144.61,1225.91,1183.13,469.79,457.31,65.55,4.19,32.92,1220000.00 ,53,0.33,2747,11.17,82.13,9385,532.3,182.47,4.36,6067
38626,85.63,38552,27257,5.06,73862,4.58,236746,5.93,7122,5.26,2.13,3.81,1051898,20.84,4.85,964430,-2.79,-0.7,570994,1.52,0.38,151379,-4.35,-1.11,242057,-11.21,-2.93,87468,683114,595645,20.03,4.67,971932,20.64,4.8,1037236,-4.29,-1.09,596208,1.43,0.36,161370,-7.53,-1.94,280201,-14.3,-3.78,-60151,635735,47.56,10.22,695885,2.63,0.65,10324.31,2087.09,1191.96,1129.15,446.02,470,62.27,4.46,33.48,1280000.00 ,56.97,0.01,3082,10.65,83.18,9366,556.72,190.19,4.14,5880
38657,85.75,38555,27581,5.57,75005,6.23,239095,6.45,7157,7.41,2.13,3.81,1051898,20.84,4.85,964430,-2.79,-0.7,570994,1.52,0.38,151379,-4.35,-1.11,242057,-11.21,-2.93,87468,683114,595645,20.03,4.67,971932,20.64,4.8,1037236,-4.29,-1.09,596208,1.43,0.36,161370,-7.53,-1.94,280201,-14.3,-3.78,-60151,635735,47.56,10.22,695885,2.63,0.65,10695.25,2202.84,1237.37,1101.43,464.61,475.56,58.34,4.53,33.58,1580000.00 ,59.45,0.29,2494,9.97,83.44,9415,629.53,207.57,4.07,6025
38687,85.54,42698,29831,7.39,78711,6.83,244101,6.63,7304,2.51,2.25,3.85,1051898,20.84,4.85,964430,-2.79,-0.7,570994,1.52,0.38,151379,-4.35,-1.11,242057,-11.21,-2.93,87468,683114,595645,20.03,4.67,971932,20.64,4.8,1037236,-4.29,-1.09,596208,1.43,0.36,161370,-7.53,-1.94,280201,-14.3,-3.78,-60151,635735,47.56,10.22,695885,2.63,0.65,10827.79,2246.09,1262.07,1125.46,493.3,509.55,59.45,4.47,33.3,2120000.00 ,59.95,0.27,3258,10.43,84.07,9453,610.84,208.64,3.94,6377
38718,86.06,82087,30027,8.95,79656,8.37,247660,7.51,10259,13.78,2.25,3.87,1028927,-8.45,-2.18,985745,9.14,2.21,572556,1.1,0.27,152820,3.86,0.95,260368,33.87,7.56,43182,659125,615942,14.34,3.41,962864,-3.68,-0.93,1055621,7.28,1.77,598985,1.88,0.47,161000,-0.91,-0.23,297229,26.62,6.08,-91344,634022,-1.07,-0.27,725366,18.05,4.24,10872.48,2289.99,1278.72,1225.04,523.92,549.43,65.54,4.41,32.09,2000000.00 ,60.09,0.2,2993,9.6,84.89,9469,605.01,183.15,3.86,6609
38749,86.12,39972,29675,9.7,78014,5.46,246886,6.48,7940,2.57,2.25,3.89,1028927,-8.45,-2.18,985745,9.14,2.21,572556,1.1,0.27,152820,3.86,0.95,260368,33.87,7.56,43182,659125,615942,14.34,3.41,962864,-3.68,-0.93,1055621,7.28,1.77,598985,1.88,0.47,161000,-0.91,-0.23,297229,26.62,6.08,-91344,634022,-1.07,-0.27,725366,18.05,4.24,10971.19,2273.67,1276.65,1283.07,535.24,555.21,61.93,4.57,32.31,1400000.00 ,53.56,0.14,3225,8.78,81.39,9479,550.2,171.64,3.8,6614
38777,85.8,39070,28346,4.1,76725,4.07,246621,6.14,7633,2.4,2.38,3.9,1028927,-8.45,-2.18,985745,9.14,2.21,572556,1.1,0.27,152820,3.86,0.95,260368,33.87,7.56,43182,659125,615942,14.34,3.41,962864,-3.68,-0.93,1055621,7.28,1.77,598985,1.88,0.47,161000,-0.91,-0.23,297229,26.62,6.08,-91344,634022,-1.07,-0.27,725366,18.05,4.24,11144.45,2300.26,1293.73,1281.69,509.15,558.1,62.97,4.72,32.48,1870000.00 ,49.12,-0.14,1758,8.52,71.77,9450,499.38,193.79,3.92,6501
38808,85.85,39422,28190,5.45,77661,6.78,248727,6.86,7593,1.79,2.38,3.95,1043470,5.77,1.41,987641,0.77,0.19,579224,4.74,1.16,153872,2.78,0.69,254544,-8.65,-2.24,55829,682016,626187,6.82,1.66,969554,2.81,0.69,1050170,-2.05,-0.52,600331,0.9,0.22,163973,7.59,1.85,286668,-13.47,-3.55,-79206,644451,6.74,1.64,723656,-0.94,-0.24,11234.68,2338.68,1302.17,1374.63,514.16,612.06,70.16,4.99,32.32,2120000.00 ,60.25,0.2,3042,10.52,87.18,9473,585.18,201.8,3.87,6941
38838,85.56,40349,28438,8.74,77256,7.27,248404,7.09,7553,5.23,2.38,3.95,1043470,5.77,1.41,987641,0.77,0.19,579224,4.74,1.16,153872,2.78,0.69,254544,-8.65,-2.24,55829,682016,626187,6.82,1.66,969554,2.81,0.69,1050170,-2.05,-0.52,600331,0.9,0.22,163973,7.59,1.85,286668,-13.47,-3.55,-79206,644451,6.74,1.64,723656,-0.94,-0.24,11333.88,2245.28,1290.01,1605.5,491,673.64,70.96,5.11,31.78,2550000.00 ,59.01,0.13,2492,9.63,83.22,9492,616.89,196.43,3.78,7123
38869,85.53,39563,29059,3.45,77121,3.23,249201,5.64,7477,1.72,2.5,3.96,1043470,5.77,1.41,987641,0.77,0.19,579224,4.74,1.16,153872,2.78,0.69,254544,-8.65,-2.24,55829,682016,626187,6.82,1.66,969554,2.81,0.69,1050170,-2.05,-0.52,600331,0.9,0.22,163973,7.59,1.85,286668,-13.47,-3.55,-79206,644451,6.74,1.64,723656,-0.94,-0.24,10997.97,2137.41,1253.17,1610.25,448.58,595.52,70.97,5.11,32.47,1800000.00 ,57.64,0.24,2720,10.5,85.19,9507,605.71,199.81,3.84,6548
38899,85.75,39780,28491,1.34,76321,1.58,248426,5.05,7429,4.86,2.5,4.01,1054736,4.39,1.08,989568,0.78,0.2,579653,0.3,0.07,154663,2.07,0.51,255252,1.12,0.28,65167,713961,648794,15.24,3.61,986292,7.09,1.73,1054091,1.5,0.37,603901,2.4,0.59,164547,1.41,0.35,286308,-0.5,-0.13,-65628,659464,9.65,2.33,725092,0.8,0.2,11032.53,2086.21,1260.23,1687.19,411.89,633.35,74.46,5.08,32.62,1350000.00 ,58.3,0.31,3380,12.15,84.21,9519,588.42,192.6,3.98,6504
38930,85.83,41255,29316,5.3,77794,3.99,249507,5.67,7363,6.41,2.5,4.03,1054736,4.39,1.08,989568,0.78,0.2,579653,0.3,0.07,154663,2.07,0.51,255252,1.12,0.28,65167,713961,648794,15.24,3.61,986292,7.09,1.73,1054091,1.5,0.37,603901,2.4,0.59,164547,1.41,0.35,286308,-0.5,-0.13,-65628,659464,9.65,2.33,725092,0.8,0.2,11257.35,2117.77,1287.15,1607.12,426.64,630.07,73.08,4.87,32.78,1580000.00 ,56.13,0.76,3710,9.75,82.06,9578,643.02,224.05,4.05,6552
38961,85.63,39930,29590,6.07,79278,5.97,250754,5.83,7426,2.7,2.63,4.04,1054736,4.39,1.08,989568,0.78,0.2,579653,0.3,0.07,154663,2.07,0.51,255252,1.12,0.28,65167,713961,648794,15.24,3.61,986292,7.09,1.73,1054091,1.5,0.37,603901,2.4,0.59,164547,1.41,0.35,286308,-0.5,-0.13,-65628,659464,9.65,2.33,725092,0.8,0.2,11533.6,2221.94,1317.74,1702.23,454.61,597.07,63.9,4.72,32.9,1440000.00 ,60.59,0.38,2125,11.79,86.35,9613,639.86,201.06,4.09,6782
38991,85.63,39578,29276,7.41,78756,6.62,250729,5.91,7420,7.02,2.63,4.1,1086466,12.59,3.01,1007980,7.65,1.86,584500,3.39,0.84,156647,5.23,1.28,266833,19.42,4.54,78486,716925,638438,-6.23,-1.6,1015734,12.49,2.99,1068410,5.55,1.36,609673,3.88,0.96,165236,1.69,0.42,294562,12.04,2.88,-45838,669885,6.47,1.58,715723,-5.07,-1.29,11963.12,2330.17,1363.38,1792.05,456.36,585.81,59.14,4.72,33.2,1540000.00 ,61.34,0.06,2426,10.51,82.51,9597,665.96,198.04,3.96,7029
39022,85.75,38812,29000,5.15,78967,5.28,252901,5.77,7422,9.02,2.63,4.1,1086466,12.59,3.01,1007980,7.65,1.86,584500,3.39,0.84,156647,5.23,1.28,266833,19.42,4.54,78486,716925,638438,-6.23,-1.6,1015734,12.49,2.99,1068410,5.55,1.36,609673,3.88,0.96,165236,1.69,0.42,294562,12.04,2.88,-45838,669885,6.47,1.58,715723,-5.07,-1.29,12185.15,2408.7,1388.63,1956.04,472.72,627.6,59.4,4.6,32.82,2150000.00 ,63.45,0.16,2117,10.75,83.92,9630,661.27,210.98,3.9,7267
39052,85.54,42476,30700,2.91,82226,4.47,256682,5.15,7587,7.32,2.75,4.12,1086466,12.59,3.01,1007980,7.65,1.86,584500,3.39,0.84,156647,5.23,1.28,266833,19.42,4.54,78486,716925,638438,-6.23,-1.6,1015734,12.49,2.99,1068410,5.55,1.36,609673,3.88,0.96,165236,1.69,0.42,294562,12.04,2.88,-45838,669885,6.47,1.58,715723,-5.07,-1.29,12377.62,2431.91,1416.42,2306.73,474.08,628.05,62.09,4.56,32.53,2090000.00 ,63.34,0.2,2638,10.72,84.96,9659,650.4,213.63,3.86,7630
39083,90.3,48929,30652,2.08,82169,3.15,258222,4.26,7738,-9.05,2.75,3.96,1077416,-3.29,-0.83,989724,-7.05,-1.81,586182,1.16,0.29,156731,0.22,0.05,246811,-26.8,-7.5,87691,730058,642367,2.48,0.62,1013255,-0.97,-0.24,1043492,-9.01,-2.33,608319,-0.88,-0.22,163855,-3.3,-0.84,271196,-28.15,-7.93,-22750,685413,9.6,2.32,708163,-4.16,-1.06,12512.89,2453.19,1424.16,2818.96,466.36,630.39,54.67,4.76,32.76,2430000.00 ,61.53,0.16,2540,9.98,81.98,9685,645.67,188.31,3.81,7815
